point_id,x,y,z,frame_id,stamp_sec,stamp_nanosec
1,-1.688079,-0.368904,0.002472,map,1786203628,507684103
2,-4.204077,-15.274255,-0.001434,map,1786203639,497688709
3,-4.061445,-15.313715,-0.005280,map,1786203650,971254087
4,12.303644,-18.027737,-0.001373,map,1786203659,283200563
