Timestamp,HedefLinX_m_s,AnlikHiz_m_s,MotorGucu,TurnBoost,StallBoost,HedefAngZ_rad_s,HedefAci_deg,YayinAci_deg,Fren,GeriVites
2026-08-19 19:48:33.043,0.78,0.00,28,0.0,0.0,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.103,0.80,0.00,29,0.0,0.1,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.163,0.79,0.00,29,0.0,0.2,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.223,0.79,0.00,29,0.0,0.3,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.283,0.78,0.00,29,0.0,0.3,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.343,0.78,0.00,29,0.0,0.4,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.403,0.78,0.00,29,0.0,0.5,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.463,0.78,0.00,29,0.0,0.6,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.523,0.78,0.00,30,0.0,0.7,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.583,0.78,0.00,30,0.0,0.7,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.643,0.78,0.00,30,0.0,0.8,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.703,0.78,0.00,30,0.0,0.9,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.763,0.78,0.00,30,0.0,1.0,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.823,0.78,0.00,30,0.0,1.0,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.883,0.78,0.00,31,0.0,1.1,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:33.943,0.78,0.00,31,0.0,1.2,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.003,0.80,0.00,31,0.0,1.3,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.063,0.80,0.00,31,0.0,1.4,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.123,0.78,0.00,31,0.0,1.4,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.183,0.78,0.00,31,0.0,1.5,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.243,0.78,0.00,32,0.0,1.6,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.303,0.79,0.00,32,0.0,1.7,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.363,0.79,0.00,32,0.0,1.7,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.423,0.80,0.02,32,0.0,1.8,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.483,0.80,0.02,32,0.0,1.9,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.543,0.80,0.02,32,0.0,2.0,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.603,0.79,0.02,33,0.0,2.1,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.663,0.79,0.02,33,0.0,2.1,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.723,0.79,0.04,32,0.0,2.2,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.783,0.80,0.04,33,0.0,2.3,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.843,0.80,0.04,33,0.0,2.4,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.903,0.79,0.04,33,0.0,2.4,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:34.963,0.79,0.04,33,0.0,2.5,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:35.023,0.78,0.04,33,0.0,2.6,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:35.083,0.78,0.04,33,0.0,2.7,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:35.143,0.78,0.09,31,0.0,0.0,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:35.203,0.78,0.09,31,0.0,0.0,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:35.263,0.78,0.09,31,0.0,0.0,0.000,-0.0,0,HAYIR,HAYIR
2026-08-19 19:48:35.323,0.79,0.09,31,0.0,0.0,0.000,-0.0,0,HAYIR,HAYIR
