Timestamp,HedefLinX_m_s,AnlikHiz_m_s,MotorGucu,TurnBoost,StallBoost,HedefAngZ_rad_s,HedefAci_deg,YayinAci_deg,Fren,GeriVites
2026-08-19 19:42:25.567,0.03,-0.00,28,0.0,0.0,-0.050,160.0,1,HAYIR,HAYIR
2026-08-19 19:42:25.627,0.05,-0.00,29,0.0,0.1,-0.060,160.0,2,HAYIR,HAYIR
2026-08-19 19:42:25.687,0.08,-0.00,29,0.0,0.2,-0.060,160.0,4,HAYIR,HAYIR
2026-08-19 19:42:25.747,0.10,-0.00,29,0.0,0.3,-0.060,160.0,6,HAYIR,HAYIR
2026-08-19 19:42:25.807,0.12,-0.00,29,0.0,0.3,-0.060,160.0,7,HAYIR,HAYIR
2026-08-19 19:42:25.867,0.17,-0.00,29,0.0,0.4,-0.060,150.2,9,HAYIR,HAYIR
2026-08-19 19:42:25.927,0.20,-0.00,29,0.0,0.5,-0.060,133.8,11,HAYIR,HAYIR
2026-08-19 19:42:25.987,0.22,-0.00,29,0.0,0.6,-0.060,120.5,12,HAYIR,HAYIR
2026-08-19 19:42:26.047,0.25,-0.00,30,0.0,0.6,-0.060,109.4,14,HAYIR,HAYIR
2026-08-19 19:42:26.107,0.27,-0.00,30,0.0,0.7,-0.060,99.9,16,HAYIR,HAYIR
2026-08-19 19:42:26.167,0.33,-0.00,30,0.0,0.8,-0.060,85.3,17,HAYIR,HAYIR
2026-08-19 19:42:26.227,0.35,-0.00,30,0.0,0.9,-0.060,79.4,19,HAYIR,HAYIR
2026-08-19 19:42:26.287,0.38,-0.00,30,0.0,1.0,-0.060,74.7,21,HAYIR,HAYIR
2026-08-19 19:42:26.347,0.40,-0.00,30,0.0,1.0,-0.060,70.0,22,HAYIR,HAYIR
2026-08-19 19:42:26.407,0.43,0.01,30,0.0,1.1,-0.060,65.7,24,HAYIR,HAYIR
2026-08-19 19:42:26.467,0.48,0.01,31,0.0,1.2,-0.060,58.9,26,HAYIR,HAYIR
2026-08-19 19:42:26.527,0.50,0.01,31,0.0,1.3,-0.060,56.1,27,HAYIR,HAYIR
2026-08-19 19:42:26.587,0.53,0.01,31,0.0,1.4,-0.060,53.7,29,HAYIR,HAYIR
2026-08-19 19:42:26.647,0.55,0.01,31,0.0,1.4,-0.060,51.3,31,HAYIR,HAYIR
2026-08-19 19:42:26.707,0.58,0.01,31,0.0,1.5,-0.060,48.9,32,HAYIR,HAYIR
2026-08-19 19:42:26.767,0.63,0.01,32,0.0,1.6,-0.059,44.8,34,HAYIR,HAYIR
2026-08-19 19:42:26.827,0.65,0.01,32,0.0,1.7,-0.059,43.3,36,HAYIR,HAYIR
2026-08-19 19:42:26.887,0.68,0.01,32,0.0,1.7,-0.060,41.8,38,HAYIR,HAYIR
2026-08-19 19:42:26.947,0.70,0.01,32,0.0,1.8,-0.060,40.5,39,HAYIR,HAYIR
2026-08-19 19:42:27.007,0.73,0.01,32,0.0,1.9,-0.060,39.2,39,HAYIR,HAYIR
2026-08-19 19:42:27.067,0.78,0.01,32,0.0,2.0,-0.060,36.5,38,HAYIR,HAYIR
2026-08-19 19:42:27.127,0.78,0.00,33,0.0,2.1,-0.060,36.3,36,HAYIR,HAYIR
2026-08-19 19:42:27.187,0.78,0.00,33,0.0,2.1,-0.060,36.2,36,HAYIR,HAYIR
2026-08-19 19:42:27.247,0.78,0.00,33,0.0,2.2,-0.060,36.4,36,HAYIR,HAYIR
2026-08-19 19:42:27.307,0.78,0.00,33,0.0,2.3,-0.060,36.4,36,HAYIR,HAYIR
2026-08-19 19:42:27.367,0.78,0.00,33,0.0,2.4,-0.060,36.5,37,HAYIR,HAYIR
2026-08-19 19:42:27.427,0.78,0.00,33,0.0,2.4,-0.060,36.6,37,HAYIR,HAYIR
2026-08-19 19:42:27.487,0.78,0.00,33,0.0,2.5,-0.060,36.4,36,HAYIR,HAYIR
2026-08-19 19:42:27.547,0.78,0.00,33,0.0,2.6,-0.060,36.5,37,HAYIR,HAYIR
2026-08-19 19:42:27.607,0.78,0.00,34,0.0,2.7,-0.060,36.4,36,HAYIR,HAYIR
2026-08-19 19:42:27.667,0.78,0.00,34,0.0,2.8,-0.060,36.5,36,HAYIR,HAYIR
2026-08-19 19:42:27.727,0.78,0.00,34,0.0,2.8,-0.060,36.6,37,HAYIR,HAYIR
2026-08-19 19:42:27.787,0.79,0.02,34,0.0,2.9,-0.066,39.9,38,HAYIR,HAYIR
2026-08-19 19:42:27.847,0.79,0.02,34,0.0,3.0,-0.066,39.9,39,HAYIR,HAYIR
2026-08-19 19:42:27.907,0.79,0.02,34,0.0,3.1,-0.066,39.8,40,HAYIR,HAYIR
2026-08-19 19:42:27.967,0.79,0.02,34,0.0,3.1,-0.066,39.5,40,HAYIR,HAYIR
2026-08-19 19:42:28.027,0.78,0.02,35,0.0,3.2,-0.065,39.4,39,HAYIR,HAYIR
2026-08-19 19:42:28.087,0.78,0.04,35,0.0,3.3,-0.065,39.1,39,HAYIR,HAYIR
2026-08-19 19:42:28.147,0.78,0.04,35,0.0,3.4,-0.065,39.0,39,HAYIR,HAYIR
2026-08-19 19:42:28.207,0.78,0.04,35,0.0,3.5,-0.064,38.7,39,HAYIR,HAYIR
2026-08-19 19:42:28.267,0.78,0.04,35,0.0,3.5,-0.063,38.2,38,HAYIR,HAYIR
2026-08-19 19:42:28.327,0.78,0.04,35,0.0,3.6,-0.063,38.1,38,HAYIR,HAYIR
2026-08-19 19:42:28.387,0.78,0.09,30,0.0,0.0,-0.062,37.5,38,HAYIR,HAYIR
2026-08-19 19:42:28.447,0.78,0.09,32,0.0,0.0,-0.062,37.6,38,HAYIR,HAYIR
2026-08-19 19:42:28.507,0.78,0.09,32,0.0,0.0,-0.060,36.8,37,HAYIR,HAYIR
2026-08-19 19:42:28.567,0.80,0.09,32,0.0,0.0,-0.061,36.2,36,HAYIR,HAYIR
2026-08-19 19:42:28.627,0.79,0.09,32,0.0,0.0,-0.061,36.1,36,HAYIR,HAYIR
2026-08-19 19:42:28.687,0.79,0.09,32,0.0,0.0,-0.059,35.4,35,HAYIR,HAYIR
2026-08-19 19:42:28.747,0.79,0.09,32,0.0,0.0,-0.059,35.4,35,HAYIR,HAYIR
2026-08-19 19:42:28.807,0.79,0.16,32,0.0,0.0,-0.058,34.7,35,HAYIR,HAYIR
2026-08-19 19:42:28.867,0.79,0.16,32,0.0,0.0,-0.056,33.7,34,HAYIR,HAYIR
2026-08-19 19:42:28.927,0.78,0.16,32,0.0,0.0,-0.056,33.7,34,HAYIR,HAYIR
2026-08-19 19:42:28.987,0.80,0.16,32,0.0,0.0,-0.106,62.3,35,HAYIR,HAYIR
2026-08-19 19:42:29.047,0.79,0.16,32,0.0,0.0,-0.109,64.4,36,HAYIR,HAYIR
2026-08-19 19:42:29.107,0.79,0.24,32,0.0,0.0,-0.108,63.8,38,HAYIR,HAYIR
2026-08-19 19:42:29.167,0.79,0.24,32,0.0,0.0,-0.107,64.0,40,HAYIR,HAYIR
2026-08-19 19:42:29.227,0.78,0.24,32,0.0,0.0,-0.108,64.4,42,HAYIR,HAYIR
2026-08-19 19:42:29.287,0.78,0.24,32,0.0,0.0,-0.107,64.1,43,HAYIR,HAYIR
2026-08-19 19:42:29.347,0.78,0.24,32,0.0,0.0,-0.108,64.8,45,HAYIR,HAYIR
2026-08-19 19:42:29.407,0.78,0.33,29,0.0,0.0,-0.107,64.5,47,HAYIR,HAYIR
2026-08-19 19:42:29.467,0.79,0.33,32,0.0,0.0,-0.110,65.5,48,HAYIR,HAYIR
2026-08-19 19:42:29.527,0.79,0.33,32,0.0,0.0,-0.110,65.6,50,HAYIR,HAYIR
2026-08-19 19:42:29.587,0.79,0.33,32,0.1,0.0,-0.110,65.5,52,HAYIR,HAYIR
2026-08-19 19:42:29.647,0.78,0.33,32,0.1,0.0,-0.110,66.1,53,HAYIR,HAYIR
2026-08-19 19:42:29.707,0.78,0.33,32,0.1,0.0,-0.109,65.7,55,HAYIR,HAYIR
2026-08-19 19:42:29.767,0.80,0.38,33,0.1,0.0,-0.105,62.3,57,HAYIR,HAYIR
2026-08-19 19:42:29.827,0.79,0.38,32,0.1,0.0,-0.104,61.6,58,HAYIR,HAYIR
2026-08-19 19:42:29.887,0.79,0.38,32,0.1,0.0,-0.100,59.5,59,HAYIR,HAYIR
2026-08-19 19:42:29.947,0.79,0.38,32,0.1,0.0,-0.098,58.4,58,HAYIR,HAYIR
2026-08-19 19:42:30.007,0.78,0.38,32,0.1,0.0,-0.093,56.1,57,HAYIR,HAYIR
2026-08-19 19:42:30.067,0.78,0.43,33,0.1,0.0,-0.047,28.5,55,HAYIR,HAYIR
2026-08-19 19:42:30.127,0.78,0.43,32,0.1,0.0,-0.043,26.0,53,HAYIR,HAYIR
2026-08-19 19:42:30.187,0.78,0.43,32,0.1,0.0,-0.040,24.5,52,HAYIR,HAYIR
2026-08-19 19:42:30.247,0.79,0.43,33,0.0,0.0,-0.040,24.0,50,HAYIR,HAYIR
2026-08-19 19:42:30.307,0.79,0.43,33,0.0,0.0,-0.038,22.6,48,HAYIR,HAYIR
2026-08-19 19:42:30.367,0.78,0.43,32,0.0,0.0,-0.033,20.1,47,HAYIR,HAYIR
2026-08-19 19:42:30.427,0.78,0.46,31,0.0,0.0,-0.032,19.3,45,HAYIR,HAYIR
2026-08-19 19:42:30.487,0.78,0.46,33,0.0,0.0,0.000,-0.0,43,HAYIR,HAYIR
2026-08-19 19:42:30.547,0.80,0.46,33,0.0,0.0,0.000,-0.0,42,HAYIR,HAYIR
2026-08-19 19:42:30.607,0.79,0.46,33,0.0,0.0,0.000,-0.0,40,HAYIR,HAYIR
2026-08-19 19:42:30.667,0.79,0.46,32,0.0,0.0,0.000,-0.0,38,HAYIR,HAYIR
2026-08-19 19:42:30.727,0.78,0.46,33,0.0,0.0,0.000,-0.0,37,HAYIR,HAYIR
2026-08-19 19:42:30.787,0.78,0.51,33,0.0,0.0,0.000,-0.0,35,HAYIR,HAYIR
2026-08-19 19:42:30.847,0.78,0.51,33,0.0,0.0,0.000,-0.0,33,HAYIR,HAYIR
2026-08-19 19:42:30.907,0.79,0.51,33,0.0,0.0,0.000,-0.0,32,HAYIR,HAYIR
2026-08-19 19:42:30.967,0.79,0.51,32,0.0,0.0,0.000,-0.0,30,HAYIR,HAYIR
2026-08-19 19:42:31.027,0.78,0.51,33,0.0,0.0,0.000,-0.0,28,HAYIR,HAYIR
2026-08-19 19:42:31.087,0.78,0.55,33,0.0,0.0,0.000,-0.0,26,HAYIR,HAYIR
2026-08-19 19:42:31.147,0.78,0.55,33,0.0,0.0,0.000,-0.0,25,HAYIR,HAYIR
